loop,energy
403,1.4417874489190645
404,1.4450766734337819
405,1.4297280368188847
406,1.437900805181701
407,1.441608629351381
408,1.4345919847197082
409,1.4284211646636751
410,1.4376583976453827
411,1.4305761943315323
412,1.4298620389415462
413,1.4362368194716164
414,1.4397214376429992
415,1.4290167738726693
416,1.423662751452011
417,1.4305274889646935
418,1.4337369207380641
419,1.4240060049963852
420,1.4292154784778737
421,1.4344226533548938
422,1.4249642259503248
423,1.428661321264223
424,1.434840309916968
425,1.4324041686930347
426,1.4268652815405105
427,1.4202743469215933
428,1.4280860620929277
429,1.4269848797120448
430,1.4194781442574897
431,1.4259661263919337
432,1.4232139792636345
433,1.417870478997914
434,1.4251216450806818
435,1.4237456240983399
436,1.4202524505406251
437,1.4136549944671979
438,1.4236662695721312
439,1.4245911976018775
440,1.4134377825541664
441,1.4244179723240171
442,1.4165377862859105
443,1.4190294999411088
444,1.423018846420256
445,1.4189001159614867
446,1.4254842545111484
447,1.4186133202224966
448,1.411310329859077
449,1.4252184985961165
450,1.4245230155950184
451,1.4077068660196423
452,1.4202580196368713
453,1.4260984821031708
454,1.409777486615976
455,1.4149869685996506
456,1.4177236033964062
457,1.4208807034172435
458,1.4030104461206241
459,1.4156117078776431
460,1.4159433988958339
461,1.4131124760456013
462,1.4139748506167107
463,1.4145643200910691
464,1.4161031589874462
465,1.4072289557153899
466,1.4106769461288098
467,1.4176389446296616
468,1.4158341867501496
469,1.4060199741433497
470,1.4173012526489397
471,1.4161077138292508
472,1.4100397746660422
473,1.4005350042684654
474,1.4155524052981594
475,1.4053584410851958
476,1.409480944720217
477,1.4083900884351725
478,1.410126211842637
479,1.4052982957305882
480,1.409555132112458
481,1.4126223502173831
482,1.4066662545450457
483,1.4005052277336856
484,1.4090726313802227
485,1.4093907084986093
486,1.4066315556920905
487,1.3954591312845344
488,1.4058905795779708
489,1.405595532538811
490,1.396657565055575
491,1.4080133444634315
492,1.4092405140659052
493,1.4043237454986164
494,1.3956232804254789
495,1.4095353173957539
496,1.4091713182476902
497,1.3948165028405453
498,1.4108142928500638
499,1.4061653006743395
500,1.3970406502960282
501,1.4091362312067608
502,1.4031972368375627
503,1.4051747784961677
504,1.4062100216777775
505,1.3958857456369334
506,1.4029268510676238
507,1.3991296184876902
508,1.408639614693451
509,1.3994213412995125
510,1.4067654791976638
511,1.3950670098656486
512,1.3988342353669094
513,1.4028513376062248
514,1.405978658483503
515,1.3907749290042941
516,1.4027035044708285
517,1.4022324963158705
518,1.3991551967171323
519,1.4025698456869091
520,1.4069294630172577
521,1.3967658092375626
522,1.3946742442001683
523,1.3990855047550725
524,1.4039453392688879
525,1.3990257913834852
526,1.3902715415016598
527,1.4054449694885356
528,1.4051842349946773
529,1.3966741118794419
530,1.3977586251045921
531,1.3997856764853449
532,1.3933246619836963
533,1.3980631166710151
534,1.399118017833328
535,1.4073270654309487
536,1.3904193168015622
537,1.4070066068984051
538,1.3893942489478128
539,1.3945700572737112
540,1.3887522593638717
541,1.3913288716879526
542,1.3941771476279745
543,1.3967281253524444
544,1.3968829545151924
545,1.3947278369230514
546,1.3906216263172908
547,1.3831533998841434
548,1.3916434750977988
549,1.3932730971199827
550,1.3991224062627319
551,1.3845267238747381
552,1.3963292457805989
553,1.3998812908010476
554,1.3847620977980655
555,1.3913167587585065
556,1.3939547571349766
557,1.391559144635073
558,1.3812307795363261
559,1.3935113034152431
560,1.3981816575111297
561,1.3808981733289041
562,1.3912340099948923
563,1.3875949583913221
564,1.3848666879894431
565,1.3760311540029795
566,1.391179709627552
567,1.3952954459949278
568,1.3770040384356856
569,1.3893069179578057
570,1.3911826498392312
571,1.3929416122483929
572,1.3782102318188179
573,1.3944055141799192
574,1.3922143926386361
575,1.3836080675697717
576,1.3846535783428329
577,1.3861563829817665
578,1.3932934860364188
579,1.3810181871787992
580,1.3890255975066403
581,1.3883044532743816
582,1.3816054202618293
583,1.3979588708778761
584,1.3852596837557574
585,1.382600320573085
586,1.3810547148505159
587,1.3887752247066847
588,1.3861376490047324
589,1.3831303229305263
590,1.3829808105347328
591,1.3867267697768411
592,1.3930786285430907
593,1.3723751226469867
594,1.3844803225929811
595,1.3839658030835891
596,1.3795612319756203
597,1.3811707534034587
598,1.3869636586224239
599,1.386720923930862
600,1.3847632222155555
601,1.3767145129349176
602,1.3919585696809786
603,1.3848314029117375
604,1.3713703802233861
605,1.3794668184031398
606,1.38045202017215
607,1.3624078413639122
608,1.3750477094625204
609,1.3739571551035232
610,1.3688187140850989
611,1.3652377701764178
612,1.3672120343866336
613,1.3632822942564393
614,1.3634429826601147
615,1.3531374180575717
616,1.3643456233807483
617,1.3590530906323479
618,1.3491828980495664
619,1.3614548273363798
620,1.3633122606921071
621,1.3603133850394264
622,1.3523786559340958
623,1.3643758753974253
624,1.3595103374805939
625,1.3486596762926222
626,1.3527187188634533
627,1.3596830431113434
628,1.3596585634221929
629,1.3495359682401342
630,1.361955332171854
631,1.3486700168239578
632,1.3577234887799783
633,1.3563585207599067
634,1.364684722920267
635,1.3626514079925862
636,1.3483049767444542
637,1.36353577853632
638,1.3675169655218891
639,1.356293293342328
640,1.3730767313196142
641,1.3877139141051038
642,1.4600974117870171
643,1.9384187417086676
